Effective date ,S&P 500 Energy (Sector) (TR),S&P 500 Energy (Sector) (Net TR),S&P 500 Energy (Sector)
2/19/2015,941.87,409.04,590.83
2/20/2015,939.08,407.83,589.07
2/23/2015,935.13,406.11,586.6
2/24/2015,936.95,406.9,587.73
2/25/2015,940.88,408.6,590.18
2/26/2015,924.28,401.39,579.76
2/27/2015,920.68,399.83,577.51
3/2/2015,914.44,397.1,573.51
3/3/2015,916.51,398,574.81
3/4/2015,914.63,397.19,573.63
3/5/2015,908.99,394.73,570.08
3/6/2015,894.32,388.32,560.66
3/9/2015,888.23,385.66,556.79
3/10/2015,875.6,380.18,548.87
3/11/2015,877.76,381.06,549.97
3/12/2015,873.7,379.3,547.42
3/13/2015,869.63,377.53,544.87
3/16/2015,881.33,382.61,552.2
3/17/2015,876.78,380.63,549.32
3/18/2015,902.2,391.67,565.25
3/19/2015,886.93,385.04,555.68
3/20/2015,899.08,390.31,563.3
3/23/2015,897.48,389.62,562.3
3/24/2015,890.23,386.47,557.75
3/25/2015,901.09,391.18,564.55
3/26/2015,899.26,390.39,563.41
3/27/2015,892.59,387.5,559.23
3/30/2015,911.38,395.65,571
3/31/2015,903.01,392.02,565.76
4/1/2015,904.68,392.74,566.8
4/2/2015,906.25,393.43,567.79
4/6/2015,922.3,400.4,577.84
4/7/2015,925.14,401.62,579.62
4/8/2015,915.61,397.49,573.65
4/9/2015,929.62,403.57,582.43
4/10/2015,934.3,405.6,585.36
4/13/2015,926.46,402.2,580.43
4/14/2015,942.96,409.35,590.73
4/15/2015,964.67,418.78,604.34
4/16/2015,962.01,417.62,602.67
4/17/2015,954.26,414.26,597.81
4/20/2015,958.57,416.12,600.48
4/21/2015,948.87,411.91,594.4
4/22/2015,954.89,414.52,598.17
4/23/2015,960.77,417.08,601.86
4/24/2015,954.59,414.39,597.98
4/27/2015,954,414.14,597.61
4/28/2015,959.65,416.51,600.79
4/29/2015,966.48,419.48,605.07
4/30/2015,963.06,417.99,602.89
5/1/2015,966.03,419.28,604.75
5/4/2015,963.81,418.31,603.36
5/5/2015,953.21,413.71,596.72
5/6/2015,950.36,412.47,594.93
5/7/2015,939.95,407.95,588.39
5/8/2015,955,414.48,597.81
5/11/2015,937.6,406.65,585.57
5/12/2015,941.71,408.43,588.13
5/13/2015,938.91,407.2,586.32
5/14/2015,939.55,407.46,586.6
5/15/2015,942.91,408.75,587.93
5/18/2015,942.29,408.46,587.44
5/19/2015,930.7,403.44,580.21
5/20/2015,932.73,404.25,581.13
5/21/2015,940.59,407.65,586.02
5/22/2015,936.43,405.85,583.44
5/26/2015,921.62,399.43,574.21
5/27/2015,920.71,399.03,573.6
5/28/2015,917.77,397.75,571.77
5/29/2015,917.19,397.5,571.41
6/1/2015,915.69,396.78,570.14
6/2/2015,920.29,398.77,573
6/3/2015,914.27,396.17,569.26
6/4/2015,902.92,391.25,562.18
6/5/2015,908.86,393.82,565.88
6/8/2015,904.85,392.02,563.1
6/9/2015,904.39,391.83,562.82
6/10/2015,915.41,396.56,569.45
6/11/2015,911.83,394.99,567.19
6/12/2015,901.28,390.42,560.6
6/15/2015,898.52,389.22,558.88
6/16/2015,905.83,392.39,563.43
6/17/2015,904.53,391.83,562.62
6/18/2015,905.14,392.09,563
6/19/2015,897.11,388.61,558.01
6/22/2015,905.94,392.44,563.5
6/23/2015,908.79,393.67,565.27
6/24/2015,903.08,391.2,561.72
6/25/2015,893.84,387.2,555.98
6/26/2015,896.01,388.14,557.32
6/29/2015,880.28,381.32,547.54
6/30/2015,886.02,383.81,551.11
7/1/2015,874.45,378.8,543.91
7/2/2015,878.25,380.44,546.28
7/6/2015,867.17,375.64,539.38
7/7/2015,874.82,378.96,544.14
7/8/2015,857.7,371.54,533.49
7/9/2015,860.97,372.96,535.53
7/10/2015,865.34,374.85,538.25
7/13/2015,870.79,377.21,541.64
7/14/2015,878.07,380.37,546.16
7/15/2015,863.92,374.23,537.33
7/16/2015,864.39,374.43,537.62
7/17/2015,855.13,370.42,531.86
7/20/2015,844.17,365.67,525.01
7/21/2015,844.99,366.02,525.51
7/22/2015,839.54,363.66,522.13
7/23/2015,837.58,362.74,520.56
7/24/2015,820.97,355.55,510.24
7/27/2015,809.87,350.74,503.33
7/28/2015,834.04,361.21,518.36
7/29/2015,845.28,366,525
7/30/2015,839.92,363.67,521.6
7/31/2015,818.23,354.26,508.05
8/3/2015,801.8,347.14,497.85
8/4/2015,798.11,345.54,495.55
8/5/2015,792.12,342.95,491.84
8/6/2015,804.69,348.39,499.63
8/7/2015,789.73,341.92,490.35
8/10/2015,814.47,352.61,505.61
8/11/2015,814.82,352.52,504.66
8/12/2015,830.01,359.08,514.03
8/13/2015,819.06,354.31,507.11
8/14/2015,817.35,353.57,506.05
8/17/2015,818.41,353.84,505.81
8/18/2015,815.13,352.43,503.79
8/19/2015,792.42,342.61,489.75
8/20/2015,774.92,335.04,478.94
8/21/2015,748.02,323.41,462.29
8/24/2015,709.3,306.66,438.36
8/25/2015,699.66,302.5,432.4
8/26/2015,724.2,313.1,447.55
8/27/2015,759.77,328.48,469.53
8/28/2015,775.36,335.22,479.16
8/31/2015,784.06,338.91,484.21
9/1/2015,755.38,326.52,466.5
9/2/2015,762.38,329.54,470.8
9/3/2015,764.88,330.62,472.35
9/4/2015,751.73,324.93,464.18
9/8/2015,763.19,329.83,471.03
9/9/2015,748.49,323.46,461.89
9/10/2015,752.54,325.22,464.39
9/11/2015,747.03,322.83,460.95
9/14/2015,741.02,320.23,457.24
9/15/2015,749.11,323.72,462.23
9/16/2015,769.84,332.68,475.03
9/17/2015,769.6,332.57,474.86
9/18/2015,749.43,323.86,462.41
9/21/2015,753.73,325.72,465.06
9/22/2015,745.82,322.26,460.02
9/23/2015,735.59,317.84,453.71
9/24/2015,738.64,319.16,455.58
9/25/2015,740.7,320.05,456.85
9/28/2015,714.17,308.59,440.49
9/29/2015,714.27,308.63,440.55
9/30/2015,731.75,316.18,451.33
10/1/2015,732.15,316.35,451.58
10/2/2015,761.51,329.04,469.69
10/5/2015,783.25,338.43,483.09
10/6/2015,800.69,345.97,493.86
10/7/2015,811.31,350.56,500.41
10/8/2015,826.68,357.2,509.88
10/9/2015,820.67,354.6,506.18
10/12/2015,811.78,350.76,500.69
10/13/2015,804.5,347.62,496.2
10/14/2015,812.16,350.92,500.9
10/15/2015,825.95,356.8,509.05
10/16/2015,827.42,357.44,509.95
10/19/2015,811.46,350.54,500.12
10/20/2015,812.89,351.16,500.96
10/21/2015,804.47,347.52,495.77
10/22/2015,820.83,354.58,505.85
10/23/2015,819.19,353.88,504.85
10/26/2015,798.56,344.96,492.13
10/27/2015,789.33,340.98,486.44
10/28/2015,806.86,348.55,497.23
10/29/2015,809.96,349.8,498.71
10/30/2015,815.49,352.18,502.11
11/2/2015,835.38,360.77,514.36
11/3/2015,856.53,369.9,527.38
11/4/2015,847.58,366.04,521.87
11/5/2015,838.75,362.23,516.43
11/6/2015,835.14,360.67,514.21
11/9/2015,824.9,356,506.73
11/10/2015,827.41,357.03,508.03
11/11/2015,811.62,350.22,498.34
11/12/2015,792.23,341.85,486.41
11/13/2015,787.53,339.82,483.52
11/16/2015,814.55,351.3,499.26
11/17/2015,805.14,347.24,493.49
11/18/2015,818.08,352.82,501.42
11/19/2015,807.75,348.35,495
11/20/2015,799.37,344.73,489.86
11/23/2015,804.67,347.02,493.11
11/24/2015,822.28,354.61,503.9
11/25/2015,815.51,351.69,499.73
11/27/2015,809.98,349.3,496.34
11/30/2015,813.51,350.77,498.26
12/1/2015,819.45,353.31,501.81
12/2/2015,794.09,342.37,486.21
12/3/2015,778.14,335.49,476.43
12/4/2015,774.07,333.73,473.94
12/7/2015,745.78,321.52,456.56
12/8/2015,735.01,316.83,449.75
12/9/2015,745.06,321.13,455.74
12/10/2015,749.67,323.12,458.55
12/11/2015,724.53,312.27,443.14
12/14/2015,730.41,314.81,446.73
12/15/2015,751.24,323.78,459.45
12/16/2015,747.38,322.12,457.09
12/17/2015,728.82,314.12,445.74
12/18/2015,716.94,309,438.48
12/21/2015,717.27,309.14,438.68
12/22/2015,726.03,312.92,444.03
12/23/2015,756.84,326.2,462.88
12/24/2015,749.95,323.23,458.67
12/28/2015,736.52,317.44,450.45
12/29/2015,741.64,319.64,453.58
12/30/2015,730.76,314.96,446.93
12/31/2015,733.24,316.02,448.44
1/4/2016,732.1,315.53,447.75
1/5/2016,735.81,317.13,450.01
1/6/2016,709.16,305.64,433.71
1/7/2016,692.37,298.41,423.45
1/8/2016,683.09,294.41,417.77
1/11/2016,668.78,288.24,409.02
1/12/2016,671.28,289.32,410.55
1/13/2016,659.42,284.2,403.26
1/14/2016,688.93,296.92,421.3
1/15/2016,669.13,288.39,409.2
1/19/2016,654.61,282.13,400.32
1/20/2016,635.47,273.87,388.58
1/21/2016,653.81,281.78,399.79
1/22/2016,682,293.92,417.03
1/25/2016,651.19,280.65,398.19
1/26/2016,675.81,291.25,413.24
1/27/2016,671.5,289.4,410.61
1/28/2016,692.92,298.6,423.56
1/29/2016,711.09,306.43,434.67
2/1/2016,697.77,300.69,426.53
2/2/2016,675.03,290.89,412.63
2/3/2016,701.79,302.42,428.99
2/4/2016,701.6,302.33,428.83
2/5/2016,687.51,296.24,420.11
2/8/2016,687.97,296.43,420.39
2/9/2016,672.87,289.68,410
2/10/2016,669.74,288.31,407.95
2/11/2016,667.3,287.2,406.22
2/12/2016,685.05,294.77,416.7
2/16/2016,691.81,297.52,420.04
2/17/2016,712,306.2,432.3
2/18/2016,705.34,303.34,428.26
2/19/2016,702.9,302.29,426.77
2/22/2016,718.61,309.05,436.31
2/23/2016,695.5,299.1,422.28
2/24/2016,701.75,301.79,426.08
2/25/2016,703.1,302.37,426.87
2/26/2016,705.76,303.51,428.49
2/29/2016,697.75,300.05,423.54
3/1/2016,713.25,306.72,432.95
3/2/2016,730.73,314.23,443.56
3/3/2016,740.09,318.26,449.24
3/4/2016,746.8,321.14,453.31
3/7/2016,764.47,328.74,464.02
3/8/2016,733.26,315.27,444.86
3/9/2016,744.64,320.15,451.7
3/10/2016,745.09,320.31,451.81
3/11/2016,761.81,327.49,461.9
3/14/2016,757.11,325.47,459.05
3/15/2016,756.07,325.01,458.39
3/16/2016,768.2,330.23,465.75
3/17/2016,779.22,334.97,472.43
3/18/2016,780.74,335.62,473.35
3/21/2016,776.83,333.94,470.98
3/22/2016,774.28,332.84,469.44
3/23/2016,758.02,325.85,459.58
3/24/2016,761.75,327.46,461.84
3/28/2016,759.15,326.34,460.26
3/29/2016,761.81,327.48,461.87
3/30/2016,763.9,328.38,463.14
3/31/2016,762.7,327.86,462.41
4/1/2016,752.13,323.32,456
4/4/2016,748.28,321.66,453.67
4/5/2016,742.49,319.17,450.16
4/6/2016,758.09,325.88,459.62
4/7/2016,753.44,323.88,456.8
4/8/2016,768.66,330.42,466.03
4/11/2016,765.61,329.11,464.17
4/12/2016,787.31,338.44,477.34
4/13/2016,790.61,339.85,479.3
4/14/2016,793.92,341.28,481.31
4/15/2016,783.94,336.98,475.25
4/18/2016,796.37,342.33,482.79
4/19/2016,811.36,348.77,491.88
4/20/2016,817.95,351.6,495.84
4/21/2016,813.93,349.87,493.4
4/22/2016,824.75,354.52,499.96
4/25/2016,815.83,350.69,494.56
4/26/2016,827.25,355.59,501.47
4/27/2016,841,361.5,509.79
4/28/2016,829.9,356.7,502.92
4/29/2016,829.06,356.34,502.42
5/2/2016,829.32,356.45,502.57
5/3/2016,810.77,348.48,491.33
5/4/2016,800.21,343.94,484.94
5/5/2016,806.17,346.5,488.53
5/6/2016,804.62,345.83,487.59
5/9/2016,794.61,341.53,481.52
5/10/2016,808.53,347.51,489.96
5/11/2016,809.64,347.71,489.3
5/12/2016,812.93,349.11,491.27
5/13/2016,802.81,344.77,485.15
5/16/2016,815.85,350.33,492.84
5/17/2016,818.97,351.51,493.96
5/18/2016,811.29,348.18,489.21
5/19/2016,813.32,349.06,490.43
5/20/2016,816.75,350.53,492.5
5/23/2016,814.9,349.71,491.28
5/24/2016,818.99,351.46,493.74
5/25/2016,831.34,356.77,501.19
5/26/2016,827.98,355.32,499.14
5/27/2016,828.96,355.66,499.38
5/31/2016,824.25,353.64,496.54
6/1/2016,825.51,354.18,497.3
6/2/2016,822.87,353.05,495.71
6/3/2016,820.54,352.05,494.31
6/6/2016,836.91,359.07,504.16
6/7/2016,854.79,366.74,514.93
6/8/2016,853.45,366.12,513.89
6/9/2016,849.15,364.27,511.3
6/10/2016,832.29,357.04,501.15
6/13/2016,829.77,355.96,499.63
6/14/2016,829.41,355.8,499.38
6/15/2016,826.63,354.61,497.71
6/16/2016,825.16,353.94,496.65
6/17/2016,832.08,356.91,500.82
6/20/2016,839.18,359.95,505.1
6/21/2016,848.06,363.76,510.44
6/22/2016,843.03,361.61,507.41
6/23/2016,857.04,367.61,515.84
6/24/2016,826.93,354.7,497.72
6/27/2016,805.91,345.68,485.07
6/28/2016,827.16,354.8,497.86
6/29/2016,843.89,361.97,507.93
6/30/2016,851.3,365.15,512.39
7/1/2016,855.29,366.86,514.79
7/5/2016,839.1,359.92,505.04
7/6/2016,843.75,361.92,507.85
7/7/2016,834.92,358.13,502.53
7/8/2016,845.69,362.75,509.01
7/11/2016,847.06,363.33,509.84
7/12/2016,866.16,371.53,521.33
7/13/2016,860.07,368.91,517.63
7/14/2016,863.59,370.42,519.75
7/15/2016,863.38,370.33,519.62
7/18/2016,862.89,370.12,519.33
7/19/2016,858.41,368.19,516.63
7/20/2016,857.02,367.59,515.76
7/21/2016,849.5,364.34,511.11
7/22/2016,852.32,365.55,512.82
7/25/2016,835.35,358.27,502.6
7/26/2016,838.75,359.73,504.65
7/27/2016,830.09,356.02,499.44
7/28/2016,828.9,355.48,498.63
7/29/2016,834.87,358.05,502.23
8/1/2016,807.07,346.12,485.5
8/2/2016,814.28,349.22,489.84
8/3/2016,828.62,355.37,498.47
8/4/2016,827.53,354.88,497.71
8/5/2016,834.51,357.87,501.92
8/8/2016,844.72,362.25,508.05
8/9/2016,840.7,360.5,505.52
8/10/2016,830.99,356.06,498.38
8/11/2016,841.87,360.71,504.87
8/12/2016,847.38,363.07,508.16
8/15/2016,852.49,365.24,511.14
8/16/2016,854.48,366.07,512.22
8/17/2016,857.55,367.22,513.29
8/18/2016,872.84,373.77,522.44
8/19/2016,865.68,370.7,518.15
8/22/2016,858.05,367.43,513.59
8/23/2016,861.82,369.05,515.85
8/24/2016,859.5,368.06,514.46
8/25/2016,856.99,366.98,512.96
8/26/2016,854.09,365.74,511.22
8/29/2016,859.81,368.19,514.62
8/30/2016,856.22,366.65,512.47
8/31/2016,844.49,361.62,505.45
9/1/2016,842.26,360.67,504.11
9/2/2016,849.88,363.86,508.35
9/6/2016,862.79,369.39,516.07
9/7/2016,866.11,370.75,517.78
9/8/2016,880.55,376.93,526.42
9/9/2016,855.9,366.38,511.68
9/12/2016,863.44,369.61,516.18
9/13/2016,838.75,359.04,501.41
9/14/2016,829.15,354.92,495.65
9/15/2016,838.25,358.81,501.07
9/16/2016,831.08,355.74,496.79
9/19/2016,830.08,355.32,496.19
9/20/2016,823.24,352.39,492.1
9/21/2016,840.69,359.86,502.53
9/22/2016,842.51,360.64,503.62
9/23/2016,831.89,356.09,497.27
9/26/2016,828.1,354.47,495
9/27/2016,824.27,352.83,492.72
9/28/2016,860.08,368.16,514.12
9/29/2016,859.35,367.84,513.68
9/30/2016,870.51,372.62,520.35
10/3/2016,869.14,372.04,519.53
10/4/2016,860.8,368.46,514.55
10/5/2016,872.91,373.65,521.79
10/6/2016,874.38,374.28,522.67
10/7/2016,870.39,372.57,520.28
10/10/2016,883.49,378.18,528.11
10/11/2016,873.2,373.77,521.96
10/12/2016,869.62,372.24,519.82
10/13/2016,864.14,369.86,516.39
10/14/2016,860.59,368.34,514.27
10/17/2016,856.79,366.72,512
10/18/2016,859.97,368.08,513.9
10/19/2016,871.73,373.1,520.89
10/20/2016,870.93,372.76,520.41
10/21/2016,864.94,370.2,516.84
10/24/2016,863.56,369.61,516.01
10/25/2016,859.02,367.66,513.29
10/26/2016,861.45,368.7,514.75
10/27/2016,858.7,367.51,513.05
10/28/2016,855.03,365.92,510.77
10/31/2016,845.18,361.71,504.89
11/1/2016,845.99,362.06,505.37
11/2/2016,837.44,358.4,500.26
11/3/2016,840.6,359.74,502.11
11/4/2016,836.53,358,499.68
11/7/2016,854.79,365.81,510.58
11/8/2016,856.87,366.42,510.49
11/9/2016,869.89,371.98,518.23
11/10/2016,872.58,373.13,519.83
11/11/2016,858.1,366.94,511.21
11/14/2016,861.26,368.27,513
11/15/2016,884.55,378.21,526.77
11/16/2016,878.12,375.29,522.16
11/17/2016,872.19,372.75,518.63
11/18/2016,876.37,374.52,521.02
11/21/2016,895.65,382.76,532.48
11/22/2016,895.53,382.71,532.41
11/23/2016,899.54,384.42,534.79
11/25/2016,896.01,382.91,532.69
11/28/2016,884.31,377.91,525.71
11/29/2016,874.09,373.54,519.64
11/30/2016,916.22,391.54,544.67
12/1/2016,918.7,392.6,546.15
12/2/2016,919.69,393.03,546.74
12/5/2016,926.86,396.02,550.67
12/6/2016,925.91,395.61,550.11
12/7/2016,932.55,398.39,553.78
12/8/2016,936.99,400.29,556.42
12/9/2016,940.85,401.94,558.71
12/12/2016,947.64,404.83,562.73
12/13/2016,959.65,409.96,569.85
12/14/2016,939.27,401.25,557.75
12/15/2016,943.16,402.91,560.03
12/16/2016,948.46,405.18,563.18
12/19/2016,943.81,403.19,560.42
12/20/2016,941.82,402.34,559.24
12/21/2016,943.36,403,560.15
12/22/2016,947.62,404.82,562.68
12/23/2016,945.72,404.01,561.56
12/27/2016,947.95,404.96,562.88
12/28/2016,938.69,401,557.38
12/29/2016,936.41,400.03,556.03
12/30/2016,933.84,398.93,554.5
1/3/2017,944.63,403.54,560.9
1/4/2017,941.92,402.38,559.3
1/5/2017,938.87,401.08,557.48
1/6/2017,939.01,401.14,557.57
1/9/2017,925.14,395.22,549.33
1/10/2017,916.34,391.45,544.11
1/11/2017,927.36,396.17,550.65
1/12/2017,922.95,394.27,548
1/13/2017,921.2,393.53,546.96
1/17/2017,926.98,395.99,550.39
1/18/2017,923.92,394.68,548.53
1/19/2017,917.2,391.81,544.55
1/20/2017,922.03,393.87,547.41
1/23/2017,911.71,389.46,541.29
1/24/2017,920.69,393.3,546.61
1/25/2017,925.85,395.5,549.68
1/26/2017,925.81,395.47,549.61
1/27/2017,917.08,391.74,544.42
1/30/2017,901.13,384.91,534.86
1/31/2017,900.25,384.54,534.34
2/1/2017,893.49,381.65,530.33
2/2/2017,898.82,383.92,533.45
2/3/2017,906.56,387.22,538.04
2/6/2017,898.52,383.79,533.27
2/7/2017,886.18,378.52,525.95
2/8/2017,887.53,378.84,525.58
2/9/2017,895.85,382.38,530.46
2/10/2017,902.76,385.3,534.42
2/13/2017,903.89,385.67,534.57
2/14/2017,906.45,386.58,535.25
2/15/2017,903.25,385.22,533.36
2/16/2017,891.09,380.01,526.07
2/17/2017,886.4,378.01,523.3
2/21/2017,892.45,380.59,526.88
2/22/2017,878.34,374.58,518.55
2/23/2017,882.79,376.47,521.17
2/24/2017,874.96,373.13,516.53
2/27/2017,882.65,376.4,521.01
2/28/2017,880.5,375.48,519.74
3/1/2017,898.57,383.18,530.4
3/2/2017,890.93,379.93,525.9
3/3/2017,887.7,378.55,523.98
3/6/2017,890.33,379.67,525.53
3/7/2017,882.29,376.24,520.78
3/8/2017,860.39,366.83,507.54
3/9/2017,865.48,369,510.54
3/10/2017,864.81,368.71,510.15
3/13/2017,865.25,368.89,510.37
3/14/2017,855.7,364.82,504.73
3/15/2017,873.51,372.41,515.23
3/16/2017,868.44,370.25,512.24
3/17/2017,867.72,369.95,511.82
3/20/2017,866.64,369.49,511.18
3/21/2017,860.54,366.89,507.58
3/22/2017,859.63,366.5,507.05
3/23/2017,856.57,365.19,505.24
3/24/2017,852.65,363.52,502.92
3/27/2017,849.17,362.04,500.87
3/28/2017,860.1,366.7,507.32
3/29/2017,870.59,371.17,513.51
3/30/2017,874.69,372.92,515.92
3/31/2017,871.45,371.53,514.01
4/3/2017,869.94,370.89,513.13
4/4/2017,876.13,373.53,516.78
4/5/2017,873.19,372.28,515.04
4/6/2017,880.14,375.24,519.14
4/7/2017,876.74,373.79,517.13
4/10/2017,883.51,376.68,521.12
4/11/2017,882.82,376.37,520.68
4/12/2017,879.81,375.09,518.9
4/13/2017,863.69,368.22,509.4
4/17/2017,865.35,368.92,510.38
4/18/2017,857.83,365.72,505.94
4/19/2017,845.64,360.52,498.72
4/20/2017,848.95,361.92,500.67
4/21/2017,845.32,360.38,498.53
4/24/2017,849.9,362.33,501.23
4/25/2017,857.88,365.73,505.94
4/26/2017,854.44,364.27,503.91
4/27/2017,845.19,360.29,498.31
4/28/2017,846.27,360.75,498.95
5/1/2017,844.39,359.95,497.84
5/2/2017,840.2,358.17,495.37
5/3/2017,842.95,359.34,496.99
5/4/2017,827.01,352.53,487.54
5/5/2017,840.43,358.25,495.45
5/8/2017,846.35,360.78,498.95
5/9/2017,839.1,357.69,494.67
5/10/2017,850.12,362.12,499.94
5/11/2017,848.68,361.47,498.94
5/12/2017,845.97,360.32,497.35
5/15/2017,851.62,362.68,500.45
5/16/2017,848.06,361.13,498.24
5/17/2017,839.92,357.48,492.61
5/18/2017,838.96,357.07,492.05
5/19/2017,849.36,361.5,498.15
5/22/2017,847.92,360.89,497.31
5/23/2017,849.33,361.49,498.13
5/24/2017,845.62,359.91,495.96
5/25/2017,830.5,353.47,487.09
5/26/2017,831.18,353.77,487.49
5/30/2017,820.77,349.28,481.11
5/31/2017,817.49,347.88,479.19
6/1/2017,822.91,350.19,482.37
6/2/2017,813.19,346.05,476.67
6/5/2017,814.63,346.65,477.46
6/6/2017,824.43,350.82,483.2
6/7/2017,812.78,345.79,476.05
6/8/2017,810.53,344.83,474.73
6/9/2017,830.61,353.38,486.49
6/12/2017,836.21,355.76,489.77
6/13/2017,841.79,358.13,493.02
6/14/2017,826.44,351.59,483.99
6/15/2017,820.81,349.2,480.7
6/16/2017,834.89,355.19,488.95
6/19/2017,829.18,352.76,485.6
6/20/2017,818.85,348.36,479.55
6/21/2017,805.75,342.79,471.88
6/22/2017,804.73,342.36,471.28
6/23/2017,810.78,344.93,474.83
6/26/2017,808.85,344.11,473.69
6/27/2017,807.46,343.52,472.88
6/28/2017,812.06,345.47,475.57
6/29/2017,813.06,345.9,476.16
6/30/2017,816.04,347.17,477.91
7/3/2017,832.41,354.13,487.49
7/5/2017,815.64,347,477.67
7/6/2017,806.64,343.17,472.4
7/7/2017,805.87,342.84,471.95
7/10/2017,808.01,343.75,473.2
7/11/2017,812.25,345.56,475.69
7/12/2017,814.66,346.58,477.09
7/13/2017,818.29,348.12,479.19
7/14/2017,822.71,350,481.78
7/17/2017,821.6,349.53,481.13
7/18/2017,817.6,347.82,478.78
7/19/2017,829.07,352.69,485.46
7/20/2017,826.32,351.5,483.72
7/21/2017,819.01,348.39,479.45
7/24/2017,816.59,347.36,478.03
7/25/2017,826.91,351.75,484.07
7/26/2017,827.74,352.1,484.56
7/27/2017,836.14,355.65,489.38
7/28/2017,834.54,354.97,488.44
7/31/2017,836.45,355.79,489.57
8/1/2017,836.97,356.01,489.87
8/2/2017,834.35,354.89,488.33
8/3/2017,823.35,350.19,481.77
8/4/2017,826.21,351.4,483.44
8/7/2017,819.29,348.43,479.27
8/8/2017,818.27,348,478.67
8/9/2017,819.28,348.42,479.23
8/10/2017,810.47,344.4,472.82
8/11/2017,804.86,342.02,469.55
8/14/2017,802.88,341.15,468.29
8/15/2017,799.71,339.81,466.44
8/16/2017,792.29,336.45,461.18
8/17/2017,780.85,331.59,454.52
8/18/2017,785.26,333.46,457.09
8/21/2017,780.93,331.62,454.57
8/22/2017,786.35,333.92,457.72
8/23/2017,789.35,335.2,459.47
8/24/2017,789.22,335.14,459.39
8/25/2017,793.32,336.89,461.78
8/28/2017,789.6,335.31,459.61
8/29/2017,788.71,334.92,459.06
8/30/2017,788.96,335.03,459.21
8/31/2017,793.09,336.78,461.61
9/1/2017,800.09,339.68,465.36
9/5/2017,804.6,341.6,467.98
9/6/2017,817.79,347.19,475.65
9/7/2017,819.37,347.85,476.48
9/8/2017,811.09,344.28,471.43
9/11/2017,819.34,347.79,476.23
9/12/2017,823.6,349.59,478.7
9/13/2017,833.81,353.92,484.63
9/14/2017,837.06,355.3,486.5
9/15/2017,839.27,356.23,487.76
9/18/2017,842.95,357.79,489.89
9/19/2017,846.1,359.13,491.73
9/20/2017,851.93,361.6,495.11
9/21/2017,851.35,361.36,494.78
9/22/2017,855.88,363.28,497.41
9/25/2017,868.49,368.63,504.74
9/26/2017,866.81,367.92,503.77
9/27/2017,870.95,369.68,506.17
9/28/2017,872.26,370.23,506.93
9/29/2017,871.89,370.08,506.72
10/2/2017,871.74,370.01,506.63
10/3/2017,871.03,369.71,506.21
10/4/2017,870.48,369.48,505.89
10/5/2017,874.01,370.97,507.94
10/6/2017,866.87,367.94,503.79
10/9/2017,869.03,368.86,505.05
10/10/2017,869.92,369.24,505.57
10/11/2017,872,370.12,506.78
10/12/2017,868.73,368.73,504.87
10/13/2017,868.31,368.53,504.51
10/16/2017,870.27,369.35,505.61
10/17/2017,870.99,369.66,506.03
10/18/2017,864.92,367.08,502.5
10/19/2017,862.21,365.93,500.93
10/20/2017,864.57,366.92,502.26
10/23/2017,859.51,364.78,499.32
10/24/2017,861.82,365.76,500.67
10/25/2017,855.95,363.27,497.25
10/26/2017,858.02,364.15,498.46
10/27/2017,859.74,364.87,499.45
10/30/2017,863,366.24,501.26
10/31/2017,866.13,367.57,503.07
11/1/2017,875.54,371.56,508.54
11/2/2017,872.83,370.41,506.96
11/3/2017,875.13,371.35,508.14
11/6/2017,894.39,379.53,519.33
11/7/2017,892.83,378.86,518.41
11/8/2017,889.27,377.35,516.35
11/9/2017,891.85,378.44,517.84
11/10/2017,886.88,376.05,513.67
11/13/2017,882.06,374.01,510.88
11/14/2017,868.49,368.25,503
11/15/2017,858.43,363.97,497.09
11/16/2017,854.99,362.31,494.2
11/17/2017,858.66,363.87,496.33
11/20/2017,857.14,363.19,495.3
11/21/2017,859.06,364.01,496.41
11/22/2017,862.82,365.6,498.58
11/24/2017,865.16,366.59,499.94
11/27/2017,856.27,362.82,494.8
11/28/2017,863.31,365.81,498.87
11/29/2017,867.93,367.76,501.51
11/30/2017,881.39,373.46,509.28
12/1/2017,888.4,376.43,513.33
12/4/2017,888.13,376.32,513.18
12/5/2017,883.88,374.46,510.46
12/6/2017,872.61,369.67,503.88
12/7/2017,875.52,370.88,505.47
12/8/2017,883.37,374.16,509.77
12/11/2017,889.66,376.82,513.4
12/12/2017,886.8,375.61,511.74
12/13/2017,885.59,375.09,511.04
12/14/2017,882.74,373.88,509.38
12/15/2017,882.54,373.79,509.24
12/18/2017,888.64,376.38,512.76
12/19/2017,889.61,376.79,513.32
12/20/2017,901.85,381.97,520.38
12/21/2017,920.62,389.92,531.21
12/22/2017,922.61,390.76,532.36
12/26/2017,930.21,393.98,536.75
12/27/2017,927.24,392.72,535.03
12/28/2017,928.08,393.08,535.52
12/29/2017,924.42,391.53,533.41
1/2/2018,940.92,398.52,542.93
1/3/2018,955.29,404.61,551.22
1/4/2018,960.99,407.02,554.51
1/5/2018,960.82,406.95,554.41
1/8/2018,966.43,409.32,557.64
1/9/2018,963.35,408.02,555.87
1/10/2018,962.39,407.61,555.32
1/11/2018,981.88,415.87,566.56
1/12/2018,991.35,419.88,572.02
1/16/2018,979.17,414.71,564.96
1/17/2018,987.52,418.25,569.78
1/18/2018,979.66,414.92,565.24
1/19/2018,978.71,414.51,564.66
